cep_origem;latitude_origem;longitude_origem;cep_destino;latitude_destino;longitude_destino
04904-000;-23.6702544;-46.735504399999996;05421-000;-23.5651099;-46.6916924
03556-000;-23.540259;-46.5017115;02076-000;-23.5062342;-46.5992112
08280-000;-23.557155899999998;-46.466515799999996;05187-000;-23.444268100000002;-46.7514763
04691-000;-23.6668358;-46.6931531;04710-000;-23.628745300000002;-46.69368720000001
02532-000;-23.4966587;-46.6596646;03626-000;-23.513355100000002;-46.508798299999995
04904-000;-23.6702544;-46.735504399999996;03801-000;-23.5034476;-46.487646000000005
08245-000;-23.5225461;-46.440506899999995;04717-000;-23.635460000000002;-46.6984727
03908-000;-23.5820914;-46.5071588;02244-000;-23.4907483;-46.6065098
03317-000;-23.5426194;-46.56176259999999;04602-000;-23.624464899999996;-46.6834867
04310-000;-23.6320534;-46.6409684;02634-000;-23.4611527;-46.6657929
01215-000;-23.5351604;-46.6469783;04296-000;-23.618373899999998;-46.6055364
04918-000;-23.689047100000003;-46.7418047;04810-000;-23.7105764;-46.695848600000005
03311-000;-23.547731699999996;-46.5635172;01321-000;-23.561355499999998;-46.6406668
02012-000;-23.514996300000004;-46.6303084;04159-000;-23.6228118;-46.6124306
03333-000;-23.5552839;-46.5736133;01453-000;-23.5812695;-46.6832888
04549-000;-23.6032927;-46.676712;05422-000;-23.5668897;-46.6868328
01526-000;-23.5641757;-46.631494;05684-000;-23.608157000000002;-46.70706269999999
02066-000;-23.5061099;-46.608551399999996;05634-000;-23.605718300000003;-46.7373273
01131-000;-23.5188951;-46.642778;05026-000;-23.5314802;-46.6900633
03559-000;-23.5462937;-46.501357299999995;04671-000;-23.653649100000003;-46.684566100000005
03525-000;-23.5525377;-46.51556979999999;04511-000;-23.5956906;-46.6668658
03518-000;-23.5450102;-46.5250194;02834-000;-23.472959799999998;-46.6955016
03112-000;-23.5497004;-46.5960461;04750-000;-23.6461312;-46.7026946
08280-000;-23.557155899999998;-46.466515799999996;05752-000;-23.6181831;-46.7530499
05726-000;-23.6195342;-46.73485609999999;05410-000;-23.557603;-46.67698739999999
03978-000;-23.616174800000003;-46.502007;01247-000;-23.5512555;-46.66663629999999
02808-000;-23.4697454;-46.7013179;03574-000;-23.5539807;-46.513307700000006
04438-000;-23.6759633;-46.6703307;04815-000;-23.7053263;-46.7023986
02017-000;-23.5000629;-46.6302681;04551-000;-23.5956722;-46.6855165
03912-000;-23.5815255;-46.522881;04641-000;-23.6372526;-46.6886441
04785-000;-23.6923812;-46.7136195;05433-000;-23.5538359;-46.6904554
03227-000;-23.5892162;-46.5677875;03275-000;-23.590130600000002;-46.5522611
04313-000;-23.6395034;-46.6404461;05036-000;-23.5163686;-46.6905783
01543-000;-23.5752538;-46.623067299999995;03308-000;-23.5416277;-46.570936200000006
02050-000;-23.515890399999996;-46.611927;05417-000;-23.564576100000004;-46.6867796
04297-000;-23.6317848;-46.6046343;03313-000;-23.5492299;-46.5583982
03937-000;-23.585983600000002;-46.50101189999999;01536-000;-23.573399399999996;-46.624507
01031-000;-23.5425893;-46.6346352;02802-000;-23.487966399999998;-46.6964938
02123-000;-23.5141413;-46.58074500000001;02060-000;-23.519554;-46.60218709999999
03478-000;-23.569009299999998;-46.5145079;03344-000;-23.5624368;-46.5715903
03475-000;-23.5709081;-46.5156265;05025-000;-23.5364013;-46.689101799999996
01552-000;-23.570689399999996;-46.6109932;01141-000;-23.569398899999996;-46.646620500000004
03311-000;-23.547731699999996;-46.5635172;03065-000;-23.5376468;-46.57929470000001
04846-000;-23.7570314;-46.67657;03111-000;-23.536510800000002;-46.5988079
04622-000;-23.6290246;-46.679835700000005;04444-000;-23.687969600000002;-46.69015039999999
02972-000;-23.4828687;-46.7101635;05078-000;-23.525259100000003;-46.7157806
03449-000;-23.556289899999996;-46.525422999999996;04368-000;-23.6571052;-46.6651023
02435-000;-23.480772199999997;-46.6384544;08150-000;-23.5188359;-46.410341100000004
04476-000;-23.7085634;-46.6305357;03275-000;-23.590130600000002;-46.5522611
02808-000;-23.4697454;-46.7013179;01013-000;-23.547146100000003;-46.6340321
02136-000;-23.498731600000003;-46.5826396;02530-000;-23.5007826;-46.65773100000001
04638-000;-23.631851100000002;-46.687372499999995;04360-000;-23.637944;-46.66231639999999
04801-000;-23.7058153;-46.7007211;02022-000;-23.507696600000003;-46.637952500000004
03627-000;-23.511553;-46.505886;04523-000;-23.604264699999998;-46.6648005
08280-000;-23.557155899999998;-46.466515799999996;02255-000;-23.4760077;-46.5915128
03152-000;-23.5858581;-46.5843358;02860-000;-23.4545031;-46.6950561
02238-000;-23.4737967;-46.57378079999999;02332-000;-23.4818124;-46.6218874
04821-000;-23.7261738;-46.6838141;04162-000;-23.6279659;-46.6132254
03627-000;-23.511553;-46.505886;05037-000;-23.514826899999996;-46.686229
04470-000;-23.7144974;-46.653637200000006;04159-000;-23.6228118;-46.6124306
03905-000;-23.5789139;-46.5144605;03324-000;-23.549224399999996;-46.56804279999999
01022-000;-23.5448448;-46.6334325;08344-000;-23.6114919;-46.45012020000001
04538-000;-23.590326899999997;-46.6804869;05019-000;-23.5333315;-46.6812918
08265-000;-23.5723919;-46.452324700000005;08411-000;-23.5480845;-46.412179200000004
03215-000;-23.6082789;-46.5576499;04548-000;-23.602414000000003;-46.6761701
08430-000;-23.5309546;-46.4236882;03203-000;-23.605339;-46.5674321
03471-000;-23.568344800000002;-46.5190613;05348-000;-23.5446377;-46.73916010000001
03905-000;-23.5789139;-46.5144605;03359-000;-23.5677247;-46.55407520000001
04571-000;-23.6069438;-46.6954541;04713-000;-23.6299139;-46.701023
03313-000;-23.5492299;-46.5583982;05422-000;-23.5668897;-46.6868328
02323-000;-23.441287300000003;-46.581889700000005;05529-000;-23.5928918;-46.7540886
01235-000;-23.5376505;-46.66484089999999;04211-000;-23.5913901;-46.60793959999999
02673-000;-23.458607100000002;-46.6735519;05635-000;-23.6026202;-46.73493320000001
02911-000;-23.5042812;-46.6973208;03715-000;-23.5075866;-46.5394221
04125-000;-23.6000766;-46.621714600000004;04121-000;-23.597555800000002;-46.6269553
05594-000;-23.5831145;-46.740035;04018-000;-23.587956600000002;-46.642694399999996
04046-000;-23.6094836;-46.6380689;04918-000;-23.689047100000003;-46.7418047
03984-000;-23.606901999999998;-46.5094925;02347-000;-23.463403699999997;-46.607618
03874-000;-23.5118682;-46.495594700000005;04565-000;-23.6122034;-46.68773839999999
04618-000;-23.626813600000002;-46.67787740000001;03220-000;-23.590130600000002;-46.5522611
03263-000;-23.587513100000002;-46.54695770000001;05665-000;-23.6153961;-46.722271899999996
02612-000;-23.4709174;-46.6644368;04348-000;-23.6460579;-46.6521581
01543-000;-23.5752538;-46.623067299999995;04777-000;-23.692217499999998;-46.6958899
03661-000;-23.524941100000003;-46.501422999999996;05002-000;-23.5290648;-46.6728167
05593-000;-23.5795587;-46.738398499999995;02406-000;-23.488564800000002;-46.6314826
03907-000;-23.586615300000002;-46.5077454;05638-000;-23.6060764;-46.743945000000004
03581-000;-23.552807;-46.4975467;04543-000;-23.5901692;-46.68049370000001
05528-000;-23.597131100000002;-46.7508475;04021-000;-23.5937469;-46.641518
02632-000;-23.461447699999997;-46.64905529999999;04510-000;-23.594749800000002;-46.6663845
04173-000;-23.640203399999997;-46.610412100000005;04635-000;-23.639214499999998;-46.6697131
02460-000;-23.491554500000003;-46.6364297;04815-000;-23.7053263;-46.7023986
08220-000;-23.5367422;-46.46762400000001;03414-000;-23.5606737;-46.55125899999999
05546-000;-23.5875953;-46.7689067;05727-000;-23.6195342;-46.73485609999999
01552-000;-23.570689399999996;-46.6109932;01312-000;-23.554578699999997;-46.648763
02346-000;-23.4673367;-46.6059169;04369-000;-23.6537014;-46.6646451
02186-000;-23.5139547;-46.5687675;05027-000;-23.5337238;-46.6929631
04904-000;-23.6702544;-46.735504399999996;04458-000;-23.688489999999998;-46.6718463
04785-000;-23.6923812;-46.7136195;01508-000;-23.561553200000002;-46.63584609999999
02802-000;-23.487966399999998;-46.6964938;02066-000;-23.5061099;-46.608551399999996
05075-000;-23.5213483;-46.7075223;05056-000;-23.5312182;-46.7045042
04832-000;-23.7326501;-46.716214799999996;01257-000;-23.5432094;-46.686979799999996
08151-000;-23.5076249;-46.4044739;02352-000;-23.4542483;-46.5967496
05358-000;-23.572941600000004;-46.747817700000006;03112-000;-23.5497004;-46.5960461
03425-000;-23.551069899999998;-46.53856649999999;01403-000;-23.569487300000002;-46.6541838
03681-000;-23.5232366;-46.487880600000004;04814-000;-23.720435000000002;-46.6741555
04805-000;-23.7153858;-46.702532899999994;05118-000;-23.5152634;-46.74640429999999
01229-000;-23.5398857;-46.6597367;05404-000;-23.562062;-46.6832104
03905-000;-23.5789139;-46.5144605;04610-000;-23.6183299;-46.66961449999999
08280-000;-23.557155899999998;-46.466515799999996;08240-000;-23.526460999999998;-46.4455459
02472-000;-23.4799674;-46.6553403;04304-000;-23.6268109;-46.6346073
04270-000;-23.5909812;-46.6132789;02435-000;-23.480772199999997;-46.6384544
04419-000;-23.6860254;-46.6402465;03725-000;-23.5087473;-46.518111100000006
04782-000;-23.6869771;-46.7036182;03066-000;-23.5377129;-46.5748489
01545-000;-23.578236999999998;-46.6216472;04512-000;-23.594749800000002;-46.6663845
03691-000;-23.536095;-46.481240899999996;03006-000;-23.538785999999998;-46.62213320000001
03402-000;-23.542047600000004;-46.5489521;04648-000;-23.6521419;-46.67657
02041-000;-23.4921174;-46.61804179999999;05726-000;-23.6195342;-46.73485609999999
03275-000;-23.590130600000002;-46.5522611;04771-000;-23.6786785;-46.7115076
05271-000;-23.4294505;-46.792615000000005;03065-000;-23.5376468;-46.57929470000001
02955-000;-23.469977399999998;-46.720117200000004;05223-000;-23.412628299999998;-46.7400882
02314-000;-23.4615596;-46.60004139999999;04317-000;-23.6430666;-46.634936700000004
02435-000;-23.480772199999997;-46.6384544;04444-000;-23.687969600000002;-46.69015039999999
04311-000;-23.633986;-46.637952500000004;04607-000;-23.6233153;-46.67618820000001
02998-000;-23.432907699999998;-46.7357609;04704-000;-23.6231763;-46.6888239
02420-000;-23.4748697;-46.6359062;02541-000;-23.4858469;-46.656426700000004
08430-000;-23.5309546;-46.4236882;02279-000;-23.461032;-46.575891999999996
01545-000;-23.578236999999998;-46.6216472;05653-000;-23.6019733;-46.71763379999999
02227-000;-23.479626100000004;-46.5722508;05301-000;-23.5394972;-46.7278777
08060-000;-23.502655100000002;-46.453131799999994;03249-000;-23.6000665;-46.53452129999999
08280-000;-23.557155899999998;-46.466515799999996;05541-000;-23.5884137;-46.74307659999999
03978-000;-23.616174800000003;-46.502007;05303-000;-23.528672699999998;-46.7297698
03513-000;-23.5391078;-46.52408459999999;03407-000;-23.5417306;-46.549929399999996
08265-000;-23.5723919;-46.452324700000005;03731-000;-23.5087485;-46.534426399999994
03316-000;-23.543055600000002;-46.56689;04671-000;-23.653649100000003;-46.684566100000005
03533-000;-23.549141600000002;-46.5084406;04509-000;-23.5908751;-46.6717412
03258-000;-23.6103392;-46.5253457;01257-000;-23.5432094;-46.686979799999996
03126-000;-23.581913;-46.59102439999999;04040-000;-23.5996082;-46.6363934
05269-000;-23.4304668;-46.78776149999999;04077-000;-23.6074171;-46.6551792
08295-000;-23.547291199999997;-46.45012020000001;02140-000;-23.4919332;-46.57255199999999
08430-000;-23.5309546;-46.4236882;05089-000;-23.5213866;-46.7242796
04545-000;-23.5970201;-46.67619759999999;04131-000;-23.6076147;-46.6178917
04941-000;-23.6974206;-46.7790973;04516-000;-23.604099800000004;-46.66959809999999
03690-000;-23.527349800000003;-46.4790647;03081-000;-23.5340347;-46.5746603
03944-000;-23.6014749;-46.493300899999994;04209-000;-23.5829049;-46.600829499999996
02050-000;-23.515890399999996;-46.611927;02186-000;-23.5139547;-46.5687675
03660-000;-23.522018;-46.5093531;03415-000;-23.5615529;-46.5451773
03357-000;-23.566198;-46.555624200000004;04330-000;-23.653177600000003;-46.645191
03156-000;-23.5811754;-46.5698414;02538-000;-23.4997397;-46.653533700000004
04917-000;-23.6891723;-46.74905829999999;02229-000;-23.4761417;-46.5695311
04286-000;-23.6122355;-46.6016899;04272-000;-23.5955019;-46.617968700000006
05528-000;-23.597131100000002;-46.7508475;04705-000;-23.622137;-46.6940196
02258-000;-23.478662699999997;-46.5831604;04521-000;-23.5999;-46.6651023
04054-000;-23.616044;-46.6429234;05118-000;-23.5152634;-46.74640429999999
03281-000;-23.581961800000002;-46.552287299999996;03675-000;-23.5163085;-46.4973791
08246-000;-23.531219699999998;-46.4381039;04514-000;-23.6005164;-46.6723266
03223-000;-23.5888575;-46.562051000000004;04671-000;-23.653649100000003;-46.684566100000005
02532-000;-23.4966587;-46.6596646;02022-000;-23.507696600000003;-46.637952500000004
05726-000;-23.6195342;-46.73485609999999;04674-000;-23.665025600000003;-46.686229
03433-000;-23.5565869;-46.5335951;05405-000;-23.5567928;-46.6759998
02167-000;-23.511894899999998;-46.57488679999999;04005-000;-23.5740181;-46.64440399999999
04883-000;-23.8098035;-46.7357609;04693-000;-23.6760593;-46.686050200000004
03905-000;-23.5789139;-46.5144605;05726-000;-23.6195342;-46.73485609999999
03758-000;-23.5045804;-46.50001899999999;05323-000;-23.5512567;-46.7487855
04618-000;-23.626813600000002;-46.67787740000001;04269-000;-23.592554500000002;-46.612517499999996
03944-000;-23.6014749;-46.493300899999994;05455-000;-23.540926199999998;-46.71199439999999
02234-000;-23.479983100000002;-46.5698414;05469-000;-23.541036899999998;-46.719364899999995
04203-000;-23.5839581;-46.6077091;01230-000;-23.53611;-46.6569622
09070-000;-23.65661;-46.553952;05844-000;-23.6513986;-46.741719700000004
03807-000;-23.499044199999997;-46.471925799999994;02341-000;-23.474091100000003;-46.613612700000004
03361-000;-23.570956699999996;-46.5309696;04739-000;-23.6463908;-46.7004232
04012-000;-23.5821128;-46.6456512;02276-000;-23.4621421;-46.58297530000001
02430-000;-23.4881882;-46.638236600000006;05635-000;-23.6026202;-46.73493320000001
02073-000;-23.500955800000003;-46.6074604;02253-000;-23.4788267;-46.5955443
04782-000;-23.6869771;-46.7036182;02550-000;-23.5055305;-46.6710393
03650-000;-23.5269792;-46.521116;04013-000;-23.5788556;-46.6421748
03322-000;-23.549224399999996;-46.56804279999999;05638-000;-23.6060764;-46.743945000000004
03139-000;-23.586177;-46.5896669;01413-000;-23.5601345;-46.66263559999999
01039-000;-23.545008600000003;-46.643566899999996;04829-000;-23.7330146;-46.7103848
01320-000;-23.5582104;-46.6391761;04142-000;-23.610857;-46.637623600000005
04311-000;-23.633986;-46.637952500000004;04548-000;-23.602414000000003;-46.6761701
04337-000;-23.6617927;-46.6441879;04430-000;-23.687019600000003;-46.6489635
05537-000;-23.5871543;-46.7351565;03688-000;-23.5287072;-46.4839602
04689-000;-23.6693518;-46.692415600000004;04127-000;-23.601625199999997;-46.63206210000001
03917-000;-23.5858756;-46.5215974;01130-000;-23.5240018;-46.6452154
02201-000;-23.4855348;-46.5922002;03202-000;-23.6002234;-46.5698414
04805-000;-23.7153858;-46.702532899999994;04854-000;-23.7676385;-46.694887
02041-000;-23.4921174;-46.61804179999999;04112-000;-23.5819803;-46.6269052
04846-000;-23.7570314;-46.67657;05311-000;-23.531598300000002;-46.7418047
03633-000;-23.529278;-46.5471732;03975-000;-23.6096174;-46.4895844
05542-000;-23.5867992;-46.7503093;01516-000;-23.556755499999998;-46.620304299999994
02201-000;-23.4855348;-46.5922002;05425-000;-23.5681986;-46.7003732
08280-000;-23.557155899999998;-46.466515799999996;05778-000;-23.6418031;-46.74865629999999
02012-000;-23.514996300000004;-46.6303084;04052-000;-23.6105788;-46.63866960000001
03515-000;-23.5381596;-46.5279816;04211-000;-23.5913901;-46.60793959999999
03921-000;-23.5923018;-46.51660210000001;04165-000;-23.623911399999997;-46.6072005
02017-000;-23.5000629;-46.6302681;04561-000;-23.6091526;-46.684666299999996
04782-000;-23.6869771;-46.7036182;05379-000;-23.5667101;-46.75392249999999
02402-000;-23.4981575;-46.62575589999999;03757-000;-23.5076092;-46.49656470000001
03694-000;-23.539846100000002;-46.47656629999999;01405-000;-23.5636072;-46.653697799999996
04195-000;-23.6569719;-46.61322879999999;02672-000;-23.4611527;-46.6657929
03626-000;-23.513355100000002;-46.508798299999995;02516-000;-23.5112611;-46.6601465
03944-000;-23.6014749;-46.493300899999994;01511-000;-23.560531;-46.632816399999996
04833-000;-23.7383177;-46.70028920000001;02083-000;-23.495229600000002;-46.597013000000004
04816-000;-23.7052401;-46.68550140000001;04134-000;-23.6083611;-46.6219005
03193-000;-23.5756867;-46.5791309;04087-000;-23.6052124;-46.6561206
02883-000;-23.4447594;-46.7141005;02985-000;-23.4445063;-46.7197411
05438-000;-23.547539899999997;-46.6881589;01532-000;-23.5699585;-46.63577739999999
05116-000;-23.5122465;-46.7472719;04671-000;-23.653649100000003;-46.684566100000005
03201-000;-23.604634899999997;-46.568427899999996;01532-000;-23.5699585;-46.63577739999999
03729-000;-23.5028575;-46.50613320000001;05410-000;-23.557603;-46.67698739999999
02311-000;-23.4676318;-46.6051677;03375-000;-23.5728204;-46.5504617
05760-000;-23.6467713;-46.7635879;02401-000;-23.4981763;-46.6261221
03534-000;-23.5453005;-46.511142299999996;01432-000;-23.5787025;-46.666102
03282-000;-23.5818823;-46.5522869;04855-000;-23.7560092;-46.6870888
05726-000;-23.6195342;-46.73485609999999;04514-000;-23.6005164;-46.6723266
08215-000;-23.5392118;-46.4466061;04457-000;-23.6883831;-46.6773838
04195-000;-23.6569719;-46.61322879999999;03042-000;-23.549956899999998;-46.6176802
01512-000;-23.5539527;-46.6311295;04102-000;-23.5796083;-46.6393998
05269-000;-23.4304668;-46.78776149999999;05709-000;-23.6110419;-46.7445093
08290-000;-23.5487008;-46.4474039;03346-000;-23.5599918;-46.5724255
03257-000;-23.611393600000003;-46.528966100000005;03557-000;-23.5431289;-46.504831200000005
03378-000;-23.570835;-46.54151969999999;04306-000;-23.6268109;-46.6346073
03978-000;-23.616174800000003;-46.502007;05058-000;-23.5320338;-46.709708
08280-000;-23.557155899999998;-46.466515799999996;03959-000;-23.597241399999998;-46.484005700000004
02218-000;-23.486616100000003;-46.584663299999995;04140-000;-23.607492699999998;-46.633682799999995
01039-000;-23.545008600000003;-46.643566899999996;04211-000;-23.5913901;-46.60793959999999
08245-000;-23.5225461;-46.440506899999995;03564-000;-23.5368561;-46.4945015
03650-000;-23.5269792;-46.521116;02418-000;-23.4725715;-46.62948009999999
04363-000;-23.6482796;-46.669374;04011-000;-23.5775708;-46.642701
03424-000;-23.550636100000002;-46.540859000000005;08280-000;-23.557155899999998;-46.466515799999996
